国名,訪日外客数,年月日
マカオ,7617.0,2017/3/01
マレーシア,43744.0,2017/3/01
メキシコ,5090.0,2017/3/01
モンゴル,2354.0,2017/3/01
ヨーロッパ計,143530.0,2017/3/01
ロシア,7105.0,2017/3/01
中国,508979.0,2017/3/01
北アメリカ計,166602.0,2017/3/01
南アメリカ計,8780.0,2017/3/01
台湾,339884.0,2017/3/01
無国籍・その他,103.0,2017/3/01
米国,130922.0,2017/3/01
英国,31390.0,2017/3/01
豪州,39965.0,2017/3/01
韓国,488349.0,2017/3/01
香港,164469.0,2017/3/01
その他アジア,25426.0,2017/4/01
その他オセアニア,354.0,2017/4/01
その他ヨーロッパ,11193.0,2017/4/01
その他北アメリカ,1346.0,2017/4/01
その他南アメリカ,5442.0,2017/4/01
アイルランド,2196.0,2017/4/01
アフリカ計,3057.0,2017/4/01
イスラエル,6119.0,2017/4/01
イタリア,16049.0,2017/4/01
インド,14470.0,2017/4/01
インドネシア,45215.0,2017/4/01
オセアニア計,63135.0,2017/4/01
オランダ,7763.0,2017/4/01
オーストリア,2392.0,2017/4/01
カナダ,34285.0,2017/4/01
シンガポール,35380.0,2017/4/01
スイス,7312.0,2017/4/01
スウェーデン,6901.0,2017/4/01
スペイン,11227.0,2017/4/01
タイ,138559.0,2017/4/01
デンマーク,3209.0,2017/4/01
トルコ,2066.0,2017/4/01
ドイツ,23415.0,2017/4/01
ニュージーランド,6579.0,2017/4/01
ノルウェー,3211.0,2017/4/01
フィリピン,62022.0,2017/4/01
フィンランド,2766.0,2017/4/01
フランス,37405.0,2017/4/01
ブラジル,4691.0,2017/4/01
ベトナム,38928.0,2017/4/01
ベルギー,4149.0,2017/4/01
ポルトガル,2710.0,2017/4/01
ポーランド,4181.0,2017/4/01
マカオ,7205.0,2017/4/01
マレーシア,43152.0,2017/4/01
メキシコ,7105.0,2017/4/01
モンゴル,1760.0,2017/4/01
ヨーロッパ計,192269.0,2017/4/01
ロシア,9033.0,2017/4/01
中国,528781.0,2017/4/01
北アメリカ計,183826.0,2017/4/01
南アメリカ計,10133.0,2017/4/01
台湾,413348.0,2017/4/01
無国籍・その他,98.0,2017/4/01
米国,141090.0,2017/4/01
英国,37157.0,2017/4/01
豪州,56202.0,2017/4/01
韓国,554627.0,2017/4/01
香港,209394.0,2017/4/01
その他アジア,13909.0,2017/5/01
その他オセアニア,375.0,2017/5/01
その他ヨーロッパ,8374.0,2017/5/01
その他北アメリカ,1085.0,2017/5/01
その他南アメリカ,5017.0,2017/5/01
アイルランド,1558.0,2017/5/01
アフリカ計,2684.0,2017/5/01
イスラエル,2214.0,2017/5/01
イタリア,9827.0,2017/5/01
インド,15584.0,2017/5/01
インドネシア,24908.0,2017/5/01
オセアニア計,37486.0,2017/5/01
オランダ,5799.0,2017/5/01
オーストリア,1818.0,2017/5/01
カナダ,27622.0,2017/5/01
シンガポール,34322.0,2017/5/01
スイス,4043.0,2017/5/01
スウェーデン,3746.0,2017/5/01
スペイン,7732.0,2017/5/01
タイ,88816.0,2017/5/01
デンマーク,1787.0,2017/5/01
トルコ,1827.0,2017/5/01
ドイツ,17370.0,2017/5/01
ニュージーランド,5071.0,2017/5/01
ノルウェー,1192.0,2017/5/01
フィリピン,43994.0,2017/5/01
フィンランド,2401.0,2017/5/01
フランス,24951.0,2017/5/01
ブラジル,3567.0,2017/5/01
ベトナム,22118.0,2017/5/01
ベルギー,2802.0,2017/5/01
ポルトガル,1822.0,2017/5/01
ポーランド,2804.0,2017/5/01
マカオ,7513.0,2017/5/01
マレーシア,36019.0,2017/5/01
メキシコ,4969.0,2017/5/01
モンゴル,1561.0,2017/5/01
ヨーロッパ計,129770.0,2017/5/01
ロシア,5883.0,2017/5/01
中国,517038.0,2017/5/01
北アメリカ計,158348.0,2017/5/01
南アメリカ計,8584.0,2017/5/01
台湾,407471.0,2017/5/01
無国籍・その他,58.0,2017/5/01
米国,124672.0,2017/5/01
英国,25861.0,2017/5/01
豪州,32040.0,2017/5/01
韓国,558892.0,2017/5/01
香港,181601.0,2017/5/01
その他アジア,9722.0,2017/6/01
その他オセアニア,470.0,2017/6/01
その他ヨーロッパ,6378.0,2017/6/01
その他北アメリカ,784.0,2017/6/01
その他南アメリカ,3763.0,2017/6/01
アイルランド,1553.0,2017/6/01
アフリカ計,2274.0,2017/6/01
イスラエル,1229.0,2017/6/01
イタリア,8324.0,2017/6/01
インド,10650.0,2017/6/01
インドネシア,38314.0,2017/6/01
オセアニア計,37369.0,2017/6/01
オランダ,3888.0,2017/6/01
オーストリア,1263.0,2017/6/01
カナダ,20246.0,2017/6/01
シンガポール,36283.0,2017/6/01
スイス,2597.0,2017/6/01
スウェーデン,4777.0,2017/6/01
スペイン,6491.0,2017/6/01
タイ,51755.0,2017/6/01
デンマーク,1687.0,2017/6/01
トルコ,1628.0,2017/6/01
ドイツ,12799.0,2017/6/01
ニュージーランド,4393.0,2017/6/01
ノルウェー,2009.0,2017/6/01
フィリピン,31450.0,2017/6/01
フィンランド,2212.0,2017/6/01
フランス,16071.0,2017/6/01
ブラジル,2655.0,2017/6/01
ベトナム,21869.0,2017/6/01
ベルギー,1971.0,2017/6/01
ポルトガル,1682.0,2017/6/01
ポーランド,2025.0,2017/6/01
マカオ,8588.0,2017/6/01
マレーシア,30044.0,2017/6/01
メキシコ,5295.0,2017/6/01
モンゴル,2237.0,2017/6/01
ヨーロッパ計,100778.0,2017/6/01
ロシア,5550.0,2017/6/01
中国,587193.0,2017/6/01
北アメリカ計,164310.0,2017/6/01
南アメリカ計,6418.0,2017/6/01
台湾,433603.0,2017/6/01
無国籍・その他,52.0,2017/6/01
米国,137985.0,2017/6/01
英国,19501.0,2017/6/01
豪州,32506.0,2017/6/01
韓国,568877.0,2017/6/01
香港,201799.0,2017/6/01
その他アジア,16505.0,2017/7/01
その他オセアニア,443.0,2017/7/01
その他ヨーロッパ,7186.0,2017/7/01
その他北アメリカ,965.0,2017/7/01
その他南アメリカ,3899.0,2017/7/01
アイルランド,1677.0,2017/7/01
アフリカ計,3496.0,2017/7/01
イスラエル,1661.0,2017/7/01
イタリア,10945.0,2017/7/01
インド,10953.0,2017/7/01
インドネシア,23413.0,2017/7/01
オセアニア計,36452.0,2017/7/01
オランダ,7908.0,2017/7/01
オーストリア,2133.0,2017/7/01
カナダ,26429.0,2017/7/01
シンガポール,19720.0,2017/7/01
スイス,5698.0,2017/7/01
スウェーデン,4045.0,2017/7/01
スペイン,11667.0,2017/7/01
タイ,56699.0,2017/7/01
デンマーク,3291.0,2017/7/01
トルコ,1755.0,2017/7/01
ドイツ,15496.0,2017/7/01
ニュージーランド,5626.0,2017/7/01
ノルウェー,2465.0,2017/7/01
フィリピン,24463.0,2017/7/01
フィンランド,1695.0,2017/7/01
フランス,29096.0,2017/7/01
ブラジル,4191.0,2017/7/01
ベトナム,24696.0,2017/7/01
ベルギー,4095.0,2017/7/01
ポルトガル,2287.0,2017/7/01
ポーランド,2473.0,2017/7/01
マカオ,15069.0,2017/7/01
マレーシア,21572.0,2017/7/01
メキシコ,7803.0,2017/7/01
モンゴル,1536.0,2017/7/01
ヨーロッパ計,144746.0,2017/7/01
ロシア,6338.0,2017/7/01
中国,780771.0,2017/7/01
北アメリカ計,164566.0,2017/7/01
南アメリカ計,8090.0,2017/7/01
台湾,446604.0,2017/7/01
無国籍・その他,74.0,2017/7/01
米国,129369.0,2017/7/01
英国,26251.0,2017/7/01
豪州,30383.0,2017/7/01
韓国,644026.0,2017/7/01
香港,234651.0,2017/7/01
その他アジア,13443.0,2017/8/01
その他オセアニア,396.0,2017/8/01
その他ヨーロッパ,6680.0,2017/8/01
その他北アメリカ,1099.0,2017/8/01
その他南アメリカ,2866.0,2017/8/01
アイルランド,1281.0,2017/8/01
アフリカ計,3073.0,2017/8/01
イスラエル,1592.0,2017/8/01
イタリア,17201.0,2017/8/01
インド,10069.0,2017/8/01
インドネシア,13980.0,2017/8/01
オセアニア計,25993.0,2017/8/01
オランダ,4604.0,2017/8/01
オーストリア,1584.0,2017/8/01
カナダ,22443.0,2017/8/01
シンガポール,15331.0,2017/8/01
スイス,3075.0,2017/8/01
スウェーデン,2388.0,2017/8/01
スペイン,14871.0,2017/8/01
タイ,36176.0,2017/8/01
デンマーク,1375.0,2017/8/01
トルコ,1705.0,2017/8/01
ドイツ,14268.0,2017/8/01
ニュージーランド,3440.0,2017/8/01
ノルウェー,883.0,2017/8/01
フィリピン,21311.0,2017/8/01
フィンランド,1192.0,2017/8/01
フランス,24629.0,2017/8/01
ブラジル,3029.0,2017/8/01
ベトナム,24665.0,2017/8/01
ベルギー,2145.0,2017/8/01
ポルトガル,2563.0,2017/8/01
ポーランド,2168.0,2017/8/01
マカオ,16504.0,2017/8/01
マレーシア,21072.0,2017/8/01
メキシコ,4847.0,2017/8/01
モンゴル,1897.0,2017/8/01
ヨーロッパ計,128930.0,2017/8/01
ロシア,5835.0,2017/8/01
中国,819855.0,2017/8/01
北アメリカ計,120367.0,2017/8/01
南アメリカ計,5895.0,2017/8/01
台湾,377843.0,2017/8/01
無国籍・その他,62.0,2017/8/01
米国,91978.0,2017/8/01
英国,22188.0,2017/8/01
豪州,22157.0,2017/8/01
韓国,620904.0,2017/8/01
香港,196761.0,2017/8/01
その他アジア,16321.0,2017/9/01
その他オセアニア,415.0,2017/9/01
その他ヨーロッパ,9053.0,2017/9/01
その他北アメリカ,1247.0,2017/9/01
その他南アメリカ,4602.0,2017/9/01
アイルランド,1705.0,2017/9/01
アフリカ計,3900.0,2017/9/01
イスラエル,3791.0,2017/9/01
イタリア,10203.0,2017/9/01
インド,11513.0,2017/9/01
インドネシア,22041.0,2017/9/01
オセアニア計,50847.0,2017/9/01
オランダ,5394.0,2017/9/01
オーストリア,2004.0,2017/9/01
カナダ,22312.0,2017/9/01
シンガポール,22203.0,2017/9/01
スイス,3828.0,2017/9/01
スウェーデン,3523.0,2017/9/01
スペイン,9374.0,2017/9/01
タイ,49526.0,2017/9/01
デンマーク,1831.0,2017/9/01
トルコ,1814.0,2017/9/01
ドイツ,18316.0,2017/9/01
ニュージーランド,6330.0,2017/9/01
ノルウェー,1397.0,2017/9/01
フィリピン,22473.0,2017/9/01
フィンランド,1737.0,2017/9/01
フランス,18283.0,2017/9/01
ブラジル,3778.0,2017/9/01
ベトナム,25388.0,2017/9/01
ベルギー,2905.0,2017/9/01
ポルトガル,1849.0,2017/9/01
ポーランド,2827.0,2017/9/01
マカオ,7744.0,2017/9/01
マレーシア,26478.0,2017/9/01
メキシコ,5742.0,2017/9/01
モンゴル,2125.0,2017/9/01
ヨーロッパ計,127835.0,2017/9/01
ロシア,6492.0,2017/9/01
中国,678313.0,2017/9/01
北アメリカ計,129475.0,2017/9/01
南アメリカ計,8380.0,2017/9/01
台湾,347796.0,2017/9/01
無国籍・その他,45.0,2017/9/01
米国,100174.0,2017/9/01
英国,27114.0,2017/9/01
豪州,44102.0,2017/9/01
韓国,556885.0,2017/9/01
香港,165513.0,2017/9/01
その他アジア,10540.0,2016/1/01
その他オセアニア,319.0,2016/1/01
その他ヨーロッパ,5558.0,2016/1/01
その他北アメリカ,876.0,2016/1/01
その他南アメリカ,2607.0,2016/1/01
アイルランド,1162.0,2016/1/01
アフリカ計,2445.0,2016/1/01
イスラエル,871.0,2016/1/01
イタリア,5149.0,2016/1/01
インド,9637.0,2016/1/01
インドネシア,13735.0,2016/1/01
オセアニア計,61443.0,2016/1/01
オランダ,2639.0,2016/1/01
オーストリア,1132.0,2016/1/01
カナダ,17681.0,2016/1/01
シンガポール,15086.0,2016/1/01
スイス,1916.0,2016/1/01
スウェーデン,3624.0,2016/1/01
スペイン,3017.0,2016/1/01
タイ,61115.0,2016/1/01
デンマーク,1350.0,2016/1/01
トルコ,1192.0,2016/1/01
ドイツ,9659.0,2016/1/01
ニュージーランド,5049.0,2016/1/01
ノルウェー,1350.0,2016/1/01
フィリピン,18848.0,2016/1/01
フィンランド,1866.0,2016/1/01
フランス,12077.0,2016/1/01
ブラジル,2316.0,2016/1/01
ベトナム,14792.0,2016/1/01
ベルギー,1387.0,2016/1/01
ポルトガル,1110.0,2016/1/01
ポーランド,1849.0,2016/1/01
マカオ,6089.0,2016/1/01
マレーシア,19843.0,2016/1/01
メキシコ,2288.0,2016/1/01
モンゴル,1802.0,2016/1/01
ヨーロッパ計,76718.0,2016/1/01
ロシア,4257.0,2016/1/01
中国,475115.0,2016/1/01
北アメリカ計,96754.0,2016/1/01
南アメリカ計,4923.0,2016/1/01
台湾,320963.0,2016/1/01
無国籍・その他,83.0,2016/1/01
米国,75909.0,2016/1/01
英国,17616.0,2016/1/01
豪州,56075.0,2016/1/01
韓国,514889.0,2016/1/01
香港,125012.0,2016/1/01
その他アジア,16133.0,2016/10/01
その他オセアニア,382.0,2016/10/01
その他ヨーロッパ,10326.0,2016/10/01
その他北アメリカ,1158.0,2016/10/01
その他南アメリカ,4901.0,2016/10/01
アイルランド,1714.0,2016/10/01
アフリカ計,3329.0,2016/10/01
イスラエル,6126.0,2016/10/01
イタリア,12531.0,2016/10/01
インド,11522.0,2016/10/01
インドネシア,23260.0,2016/10/01
オセアニア計,42880.0,2016/10/01
オランダ,6790.0,2016/10/01
オーストリア,2402.0,2016/10/01
カナダ,29736.0,2016/10/01
シンガポール,29860.0,2016/10/01
スイス,6218.0,2016/10/01
スウェーデン,5920.0,2016/10/01
スペイン,11012.0,2016/10/01
タイ,98276.0,2016/10/01
デンマーク,3138.0,2016/10/01
トルコ,1876.0,2016/10/01
ドイツ,22874.0,2016/10/01
ニュージーランド,4831.0,2016/10/01
ノルウェー,1809.0,2016/10/01
フィリピン,36708.0,2016/10/01
フィンランド,2618.0,2016/10/01
フランス,30035.0,2016/10/01
ブラジル,5448.0,2016/10/01
ベトナム,24696.0,2016/10/01
ベルギー,4126.0,2016/10/01
ポルトガル,2271.0,2016/10/01
ポーランド,3171.0,2016/10/01
マカオ,7328.0,2016/10/01
マレーシア,36696.0,2016/10/01
メキシコ,4805.0,2016/10/01
モンゴル,1999.0,2016/10/01
ヨーロッパ計,165441.0,2016/10/01
ロシア,6464.0,2016/10/01
中国,506162.0,2016/10/01
北アメリカ計,155176.0,2016/10/01
南アメリカ計,10349.0,2016/10/01
台湾,354457.0,2016/10/01
無国籍・その他,104.0,2016/10/01
米国,119477.0,2016/10/01
英国,32022.0,2016/10/01
豪州,37667.0,2016/10/01
韓国,449555.0,2016/10/01
香港,153971.0,2016/10/01
その他アジア,13638.0,2016/11/01
その他オセアニア,426.0,2016/11/01
その他ヨーロッパ,7227.0,2016/11/01
その他北アメリカ,858.0,2016/11/01
その他南アメリカ,2901.0,2016/11/01
アイルランド,1294.0,2016/11/01
アフリカ計,2767.0,2016/11/01
イスラエル,2424.0,2016/11/01
イタリア,8581.0,2016/11/01
インド,11151.0,2016/11/01
インドネシア,21853.0,2016/11/01
オセアニア計,37690.0,2016/11/01
オランダ,4323.0,2016/11/01
オーストリア,1605.0,2016/11/01
カナダ,24039.0,2016/11/01
シンガポール,43323.0,2016/11/01
スイス,2931.0,2016/11/01
スウェーデン,3978.0,2016/11/01
スペイン,6169.0,2016/11/01
タイ,80327.0,2016/11/01
デンマーク,1743.0,2016/11/01
トルコ,1438.0,2016/11/01
ドイツ,15399.0,2016/11/01
ニュージーランド,4139.0,2016/11/01
ノルウェー,1351.0,2016/11/01
フィリピン,30004.0,2016/11/01
フィンランド,1803.0,2016/11/01
フランス,17399.0,2016/11/01
ブラジル,2847.0,2016/11/01
ベトナム,18126.0,2016/11/01
ベルギー,2370.0,2016/11/01
ポルトガル,1706.0,2016/11/01
ポーランド,2641.0,2016/11/01
マカオ,6876.0,2016/11/01
マレーシア,44428.0,2016/11/01
メキシコ,3507.0,2016/11/01
モンゴル,1554.0,2016/11/01
ヨーロッパ計,108992.0,2016/11/01
ロシア,4983.0,2016/11/01
中国,432802.0,2016/11/01
北アメリカ計,132165.0,2016/11/01
南アメリカ計,5748.0,2016/11/01
台湾,300739.0,2016/11/01
無国籍・その他,95.0,2016/11/01
米国,103761.0,2016/11/01
英国,23489.0,2016/11/01
豪州,33125.0,2016/11/01
韓国,426918.0,2016/11/01
香港,152346.0,2016/11/01
その他アジア,11121.0,2016/12/01
その他オセアニア,269.0,2016/12/01
その他ヨーロッパ,4643.0,2016/12/01
その他北アメリカ,774.0,2016/12/01
その他南アメリカ,4628.0,2016/12/01
アイルランド,1188.0,2016/12/01
アフリカ計,2286.0,2016/12/01
イスラエル,939.0,2016/12/01
イタリア,8404.0,2016/12/01
インド,7512.0,2016/12/01
インドネシア,40894.0,2016/12/01
オセアニア計,57985.0,2016/12/01
オランダ,3510.0,2016/12/01
オーストリア,1018.0,2016/12/01
カナダ,24642.0,2016/12/01
シンガポール,75868.0,2016/12/01
スイス,2443.0,2016/12/01
スウェーデン,3206.0,2016/12/01
スペイン,5749.0,2016/12/01
タイ,96405.0,2016/12/01
デンマーク,1274.0,2016/12/01
トルコ,1115.0,2016/12/01
ドイツ,10713.0,2016/12/01
ニュージーランド,6192.0,2016/12/01
ノルウェー,1074.0,2016/12/01
フィリピン,41318.0,2016/12/01
フィンランド,1852.0,2016/12/01
フランス,15499.0,2016/12/01
ブラジル,3865.0,2016/12/01
ベトナム,13050.0,2016/12/01
ベルギー,1461.0,2016/12/01
ポルトガル,2178.0,2016/12/01
ポーランド,1156.0,2016/12/01
マカオ,13329.0,2016/12/01
マレーシア,63297.0,2016/12/01
メキシコ,3935.0,2016/12/01
モンゴル,1619.0,2016/12/01
ヨーロッパ計,90597.0,2016/12/01
ロシア,4428.0,2016/12/01
中国,427462.0,2016/12/01
北アメリカ計,134387.0,2016/12/01
南アメリカ計,8493.0,2016/12/01
台湾,278736.0,2016/12/01
無国籍・その他,86.0,2016/12/01
米国,105036.0,2016/12/01
英国,20801.0,2016/12/01
豪州,51524.0,2016/12/01
韓国,494376.0,2016/12/01
香港,189773.0,2016/12/01
その他アジア,8079.0,2016/2/01
その他オセアニア,239.0,2016/2/01
その他ヨーロッパ,4439.0,2016/2/01
その他北アメリカ,542.0,2016/2/01
その他南アメリカ,2693.0,2016/2/01
アイルランド,1151.0,2016/2/01
アフリカ計,2059.0,2016/2/01
イスラエル,782.0,2016/2/01
イタリア,5374.0,2016/2/01
インド,7155.0,2016/2/01
インドネシア,11966.0,2016/2/01
オセアニア計,39982.0,2016/2/01
オランダ,3094.0,2016/2/01
オーストリア,1421.0,2016/2/01
カナダ,17492.0,2016/2/01
シンガポール,20354.0,2016/2/01
スイス,2151.0,2016/2/01
スウェーデン,2964.0,2016/2/01
スペイン,3028.0,2016/2/01
タイ,61315.0,2016/2/01
デンマーク,1493.0,2016/2/01
トルコ,1079.0,2016/2/01
ドイツ,11279.0,2016/2/01
ニュージーランド,3885.0,2016/2/01
ノルウェー,1307.0,2016/2/01
フィリピン,18509.0,2016/2/01
フィンランド,1903.0,2016/2/01
フランス,14502.0,2016/2/01
ブラジル,1577.0,2016/2/01
ベトナム,17599.0,2016/2/01
ベルギー,1530.0,2016/2/01
ポルトガル,1127.0,2016/2/01
ポーランド,1664.0,2016/2/01
マカオ,6515.0,2016/2/01
マレーシア,29915.0,2016/2/01
メキシコ,2060.0,2016/2/01
モンゴル,1746.0,2016/2/01
ヨーロッパ計,81686.0,2016/2/01
ロシア,3202.0,2016/2/01
中国,498903.0,2016/2/01
北アメリカ計,87710.0,2016/2/01
南アメリカ計,4270.0,2016/2/01
台湾,348971.0,2016/2/01
無国籍・その他,99.0,2016/2/01
米国,67616.0,2016/2/01
英国,20057.0,2016/2/01
豪州,35858.0,2016/2/01
韓国,490845.0,2016/2/01
香港,151836.0,2016/2/01
その他アジア,14119.0,2016/3/01
その他オセアニア,285.0,2016/3/01
その他ヨーロッパ,8246.0,2016/3/01
その他北アメリカ,928.0,2016/3/01
その他南アメリカ,3435.0,2016/3/01
アイルランド,1742.0,2016/3/01
アフリカ計,2623.0,2016/3/01
イスラエル,3973.0,2016/3/01
イタリア,10687.0,2016/3/01
インド,9723.0,2016/3/01
インドネシア,26828.0,2016/3/01
オセアニア計,46243.0,2016/3/01
オランダ,4879.0,2016/3/01
オーストリア,2324.0,2016/3/01
カナダ,26622.0,2016/3/01
シンガポール,32964.0,2016/3/01
スイス,5167.0,2016/3/01
スウェーデン,6532.0,2016/3/01
スペイン,8701.0,2016/3/01
タイ,99692.0,2016/3/01
デンマーク,3084.0,2016/3/01
トルコ,1595.0,2016/3/01
ドイツ,21113.0,2016/3/01
ニュージーランド,4195.0,2016/3/01
ノルウェー,3265.0,2016/3/01
フィリピン,37525.0,2016/3/01
フィンランド,2473.0,2016/3/01
フランス,22122.0,2016/3/01
ブラジル,2988.0,2016/3/01
ベトナム,23211.0,2016/3/01
ベルギー,3355.0,2016/3/01
ポルトガル,1751.0,2016/3/01
ポーランド,2796.0,2016/3/01
マカオ,6774.0,2016/3/01
マレーシア,38223.0,2016/3/01
メキシコ,4449.0,2016/3/01
モンゴル,1956.0,2016/3/01
ヨーロッパ計,147917.0,2016/3/01
ロシア,4934.0,2016/3/01
中国,498053.0,2016/3/01
北アメリカ計,148206.0,2016/3/01
南アメリカ計,6423.0,2016/3/01
